Fiscal Year,Fund Class,Fund,Cost Center,Description,Type,Object Code,Description,Budget-Mayor's Recommended,Budget-Council Approved
2014,CAPITAL PROJECTS FUND         ,APARC                         ,8314012,APARC                         ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,665780,665780
2014,CAPITAL PROJECTS FUND         ,CAPITAL IMP. - CLASS C ROADS  ,8314036,Class C Transfer              ,XP,291008,TRANSFER TO GENERAL FUND      ,1000000,1000000
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314051,Kensington Ave Reconstruction ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,248300,248300
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314051,Kensington Ave Reconstruction ,XP,2700,CAPITAL EXPENDITURES          ,248300,248300
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314052,Roosevelt Ave Reconstruction  ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,236000,236000
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314052,Roosevelt Ave Reconstruction  ,XP,2700,CAPITAL EXPENDITURES          ,236000,236000
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314057,Sidewalk Replacement Program  ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,257883,257883
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314057,Sidewalk Replacement Program  ,XP,2700,CAPITAL EXPENDITURES          ,257883,257883
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314060,Glendale Park Irrigation Rehab,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,362800,362800
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314060,Glendale Park Irrigation Rehab,XP,2700,CAPITAL EXPENDITURES          ,362800,362800
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314061,Jordan Park Playground        ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,110000,110000
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314061,Jordan Park Playground        ,XP,2700,CAPITAL EXPENDITURES          ,110000,110000
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314067,Percent for Art               ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,33385,33385
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314067,Percent for Art               ,XP,2700,CAPITAL EXPENDITURES          ,33385,33385
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314068,ADA Accessibility Ramps       ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,395126,395126
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314068,ADA Accessibility Ramps       ,XP,2700,CAPITAL EXPENDITURES          ,395126,395126
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314098,Cost Over Run Budget          ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,79282,79282
2014,CAPITAL PROJECTS FUND         ,CDBG - CAPITAL IMPROVEMENT    ,8314098,Cost Over Run Budget          ,XP,2700,CAPITAL EXPENDITURES          ,79282,79282
2014,CAPITAL PROJECTS FUND         ,Cost overrun                  ,8314099,Cost overrun                  ,RV,125201,Impact Fee-Police             ,2469739,2469739
2014,CAPITAL PROJECTS FUND         ,Cost overrun                  ,8314099,Cost overrun                  ,RV,1381,CLASS C ROADS                 ,2400000,2400000
2014,CAPITAL PROJECTS FUND         ,Cost overrun                  ,8314099,Cost overrun                  ,RV,197401,TRANSFER FROM GENERAL FUND    ,12305459,12305459
2014,CAPITAL PROJECTS FUND         ,Cost overrun                  ,8314099,Cost overrun                  ,XP,2700,CAPITAL EXPENDITURES          ,16175198,16175198
2014,CAPITAL PROJECTS FUND         ,ESCO - Parks                  ,8314004,ESCO - Parks                  ,RV,197401,TRANSFER FROM GENERAL FUND    ,132696,132696
2014,CAPITAL PROJECTS FUND         ,ESCO - Parks                  ,8314004,ESCO - Parks                  ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,132696,132696
2014,CAPITAL PROJECTS FUND         ,ESCO - Steiner (City)         ,8314003,ESCO - Steiner (City)         ,RV,197401,TRANSFER FROM GENERAL FUND    ,144337,144337
2014,CAPITAL PROJECTS FUND         ,ESCO - Steiner (City)         ,8314003,ESCO - Steiner (City)         ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,144337,144337
2014,CAPITAL PROJECTS FUND         ,ESCO - Steiner (County)       ,8314002,ESCO - Steiner (County)       ,RV,1398,SALT LAKE COUNTY              ,144338,144338
2014,CAPITAL PROJECTS FUND         ,ESCO - Steiner (County)       ,8314002,ESCO - Steiner (County)       ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,144338,144338
2014,CAPITAL PROJECTS FUND         ,Excise Tax UPAC 12 GF funded  ,8314001,Excise tax UPAC 12 GF funded  ,RV,197401,TRANSFER FROM GENERAL FUND    ,207300,207300
2014,CAPITAL PROJECTS FUND         ,Excise Tax UPAC 12 GF funded  ,8314001,Excise tax UPAC 12 GF funded  ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,207300,207300
2014,CAPITAL PROJECTS FUND         ,Sales tax 05A GF funded       ,8314011,Sales tax 05A GF funded       ,RV,197401,TRANSFER FROM GENERAL FUND    ,1212386,1212386
2014,CAPITAL PROJECTS FUND         ,Sales tax 05A GF funded       ,8314011,Sales tax 05A GF funded       ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,1212386,1212386
2014,CAPITAL PROJECTS FUND         ,Sales tax 07 GF funded        ,8314007,Sales tax 07 GF funded        ,RV,197401,TRANSFER FROM GENERAL FUND    ,403953,403953
2014,CAPITAL PROJECTS FUND         ,Sales tax 07 GF funded        ,8314007,Sales tax 07 GF funded        ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,403953,403953
2014,CAPITAL PROJECTS FUND         ,Sales tax 09 GF funded        ,8314009,Sales tax 09 GF funded        ,RV,197401,TRANSFER FROM GENERAL FUND    ,2163816,2163816
2014,CAPITAL PROJECTS FUND         ,Sales tax 09 GF funded        ,8314009,Sales tax 09 GF funded        ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,2163816,2163816
2014,CAPITAL PROJECTS FUND         ,Sales tax 12A GF funded       ,8314005,Sales tax 12A GF funded       ,RV,197401,TRANSFER FROM GENERAL FUND    ,941796,941796
2014,CAPITAL PROJECTS FUND         ,Sales tax 12A GF funded       ,8314005,Sales tax 12A GF funded       ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,941796,941796
2014,CAPITAL PROJECTS FUND         ,STRB 2013A Street Car         ,8314013,Sales Tax 13B GF funded       ,RV,197401,TRANSFER FROM GENERAL FUND    ,558132,558132
2014,CAPITAL PROJECTS FUND         ,STRB 2013A Street Car         ,8314013,Sales Tax 13B GF funded       ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,558132,558132
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139001,Finance Division (01-71811)   ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,86887,86887
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139001,Finance Division (01-71811)   ,XP,2590,OTHER EXPENSES                ,86887,86887
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139006,SLC - Housing & Neighborhood D,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,475934,475934
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139006,SLC - Housing & Neighborhood D,XP,2590,OTHER EXPENSES                ,475934,475934
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139007,Mayor's Office (08-71811)     ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,81709,81709
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139007,Mayor's Office (08-71811)     ,XP,2590,OTHER EXPENSES                ,81709,81709
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139008,Attorney's Office (15-71811)  ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,23182,23182
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139008,Attorney's Office (15-71811)  ,XP,2590,OTHER EXPENSES                ,23182,23182
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139009,SLC-HAND Rehabilitiation Admin,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,600000,600000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139009,SLC-HAND Rehabilitiation Admin,XP,2590,OTHER EXPENSES                ,600000,600000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139010,CDBG PI Housing 39th Marion's ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,990913,990913
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139010,CDBG PI Housing 39th Marion's ,XP,2590,OTHER EXPENSES                ,990913,990913
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139011,ASSIST - Emergency Home Repair,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,350000,350000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139011,ASSIST - Emergency Home Repair,XP,2590,OTHER EXPENSES                ,350000,350000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139012,Neighborworks (NHS) Revolving ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,100000,100000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139012,Neighborworks (NHS) Revolving ,XP,2590,OTHER EXPENSES                ,100000,100000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139013,Fourth Street Clinic/Wasatch H,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,39000,39000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139013,Fourth Street Clinic/Wasatch H,XP,2590,OTHER EXPENSES                ,39000,39000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139014,Community Development Coporati,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,70000,70000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139014,Community Development Coporati,XP,2590,OTHER EXPENSES                ,70000,70000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139015,Big Brothers Big Sisters of Ut,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,5000,5000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139015,Big Brothers Big Sisters of Ut,XP,2590,OTHER EXPENSES                ,5000,5000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139016,United Way (211)              ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,5000,5000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139016,United Way (211)              ,XP,2590,OTHER EXPENSES                ,5000,5000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139017,Community Health Centers      ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,64000,64000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139017,Community Health Centers      ,XP,2590,OTHER EXPENSES                ,64000,64000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139018,Community Foundation for the D,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,56989,56989
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139018,Community Foundation for the D,XP,2590,OTHER EXPENSES                ,56989,56989
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139019,Catholic Community Svcs - St M,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139019,Catholic Community Svcs - St M,XP,2590,OTHER EXPENSES                ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139020,The Road Home                 ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,109022,109022
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139020,The Road Home                 ,XP,2590,OTHER EXPENSES                ,109022,109022
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139021,House of Hope - Residential Fa,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,27248,27248
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139021,House of Hope - Residential Fa,XP,2590,OTHER EXPENSES                ,27248,27248
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139022,Community Action Program - Ten,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139022,Community Action Program - Ten,XP,2590,OTHER EXPENSES                ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139023,Boys & Girls Club Youth With A,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,30169,30169
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139023,Boys & Girls Club Youth With A,XP,2590,OTHER EXPENSES                ,30169,30169
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139024,Wasatch Community Garden - You,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,6500,6500
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139024,Wasatch Community Garden - You,XP,2590,OTHER EXPENSES                ,6500,6500
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139025,YWCA - Crisis Shelter (Domesti,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,34000,34000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139025,YWCA - Crisis Shelter (Domesti,XP,2590,OTHER EXPENSES                ,34000,34000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139026,Rape Recovery Center          ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,34000,34000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139026,Rape Recovery Center          ,XP,2590,OTHER EXPENSES                ,34000,34000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139027,Community Action Program - Not,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,23094,23094
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139027,Community Action Program - Not,XP,2590,OTHER EXPENSES                ,23094,23094
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139028,Crossroads Food Pantry        ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,15000,15000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139028,Crossroads Food Pantry        ,XP,2590,OTHER EXPENSES                ,15000,15000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139029,Haven                         ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,25000,25000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139029,Haven                         ,XP,2590,OTHER EXPENSES                ,25000,25000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139030,Odyssey House - Sewage System ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,29500,29500
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139030,Odyssey House - Sewage System ,XP,2590,OTHER EXPENSES                ,29500,29500
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139031,Catholic Community Svcs -  St.,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,20000,20000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139031,Catholic Community Svcs -  St.,XP,2590,OTHER EXPENSES                ,20000,20000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139033,Family Support Center         ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139033,Family Support Center         ,XP,2590,OTHER EXPENSES                ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139035,Legal Aid Society of SL       ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139035,Legal Aid Society of SL       ,XP,2590,OTHER EXPENSES                ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139038,Salt Lake Peer Court          ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,4000,4000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139038,Salt Lake Peer Court          ,XP,2590,OTHER EXPENSES                ,4000,4000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139040,English Skills Learning Center,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,7000,7000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139040,English Skills Learning Center,XP,2590,OTHER EXPENSES                ,7000,7000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139044,YMCA Discovery Club           ,RV,1310,COMMUNITY DEV BLOCK GRANT REV ,10000,10000
2014,CDBG OPERATING FUND           ,CDBG OPERATING FUND           ,7139044,YMCA Discovery Club           ,XP,2590,OTHER EXPENSES                ,10000,10000
